run_id,condition_index,repetition,seed,electorate_shape,homophily,social_influence,mean_margin,control_change_rate,party_gap,mean_voter_ideology,switch_rate,ideology_sd,mean_degree
351,35,1,1066005491587342767,two-camp,0.5,0.0,2.8422547785313927,45.45454545454545,0.4276892576819442,-0.0269303109644435,0.0,0.42594687583091856,6.0
352,35,2,4403906469213515072,two-camp,0.5,0.0,2.8219952121586447,55.55555555555556,0.33443391630381425,0.010296420610800664,0.0,0.4188913688251991,6.0
353,35,3,8671864409183207699,two-camp,0.5,0.0,2.999191736494091,43.43434343434343,0.26672169186812544,-0.010873610911497302,0.2994011976047904,0.41687984725816335,6.0
354,35,4,6292337695836070661,two-camp,0.5,0.0,3.077226620084972,53.535353535353536,0.39359065970788815,0.00373769891171224,0.0,0.4429940546674409,6.0
355,35,5,12704217814194218223,two-camp,0.5,0.0,2.982167743584307,53.535353535353536,0.33753547272181955,-0.031766950290717515,0.32362459546925565,0.4448108846594441,6.0
356,35,6,15494401404866272587,two-camp,0.5,0.0,3.092736783321676,43.43434343434343,0.3983527581862328,-0.00949121326481177,0.30959752321981426,0.4463961729156285,6.0
357,35,7,5845173021728569273,two-camp,0.5,0.0,3.023374019371679,49.494949494949495,0.3558228227938217,-0.010634961763801137,0.0,0.425356068916288,6.0
358,35,8,8405196076485419378,two-camp,0.5,0.0,3.468546808470421,44.44444444444444,0.36113667726290094,0.03402811891056372,0.0,0.4577917380648317,6.0
359,35,9,9651675180135486050,two-camp,0.5,0.0,3.3647155018847044,50.505050505050505,0.34783630056309034,-0.0029911238875131438,0.31645569620253167,0.4264669936570491,6.0
360,36,0,17582771023374482018,two-camp,0.5,0.05,3.220856587868905,45.45454545454545,0.02,0.006748907060935892,0.0,0.04461399051067211,6.0
361,36,1,13944573939693464642,two-camp,0.5,0.05,3.0029228077407195,57.57575757575758,0.024260252624126365,0.019353984503658953,0.0,0.05245461624096352,6.0
362,36,2,3505423442954813667,two-camp,0.5,0.05,2.8764723286116953,53.535353535353536,0.020000000000000004,-0.031247144739346026,0.0,0.07671587493911021,6.0
363,36,3,15909706144998098059,two-camp,0.5,0.05,3.0355955199900198,49.494949494949495,0.02,-0.001034975501795533,0.0,0.06061245600204943,6.0
