run_id,condition_index,repetition,seed,homophily,social_influence,mean_margin,control_change_rate,party_gap,mean_voter_ideology,switch_rate,ideology_sd,mean_degree
169,16,9,8655283191403441419,0.75,0.05,2.9659471492500358,53.535353535353536,0.023513662080447577,-0.002294735569200613,0.0,0.06400732026374842,6.0
170,17,0,7881909541238435603,0.75,0.1,3.1822057766312595,51.515151515151516,0.02127320005017575,0.015660421901756448,0.0,0.02698919660311963,6.0
171,17,1,14209386554323831490,0.75,0.1,3.4633187683769493,48.484848484848484,0.027261719253503604,-0.008449586466824725,0.0,0.040584098031027714,6.0
172,17,2,4892391776632121614,0.75,0.1,3.3177492474303456,50.505050505050505,0.020000000000000004,0.007059543291528062,0.0,0.026947290523280376,6.0
173,17,3,790174306884170175,0.75,0.1,3.8645161049550736,44.44444444444444,0.02,-0.0041825979276424105,0.0,0.04004442137187841,6.0
174,17,4,15180963220744367927,0.75,0.1,3.050295602911668,48.484848484848484,0.020000000000000004,0.023544406841455166,0.0,0.03156913161444181,6.0
175,17,5,6794229010053005822,0.75,0.1,3.5196167960822793,55.55555555555556,0.020000000000000004,-0.01767810558169302,0.0,0.05367762163081114,6.0
176,17,6,1845313753473016201,0.75,0.1,3.5374826024345496,35.35353535353536,0.02,-0.009904691743818602,0.0,0.04121936485985385,6.0
177,17,7,13406534892525398653,0.75,0.1,3.4898567611135674,52.525252525252526,0.019999999999999997,-0.02619389008369028,0.0,0.02578653177941047,6.0
178,17,8,11187280609471544996,0.75,0.1,3.125382644104612,52.525252525252526,0.03356132846746394,0.02494540262247015,0.0,0.03699517065849596,6.0
179,17,9,16235694865175605351,0.75,0.1,3.3283809878756925,37.37373737373738,0.02475566262993519,0.010346248803662477,0.0,0.04674510574253804,6.0
180,18,0,4622139533794607263,0.75,0.2,4.0012842292746305,36.36363636363637,0.019999999999999997,0.012501703443819564,0.0,0.0200514084722709,6.0
181,18,1,2635906683691921951,0.75,0.2,3.9681220825867083,40.4040404040404,0.020000000000000004,0.021238826439652345,0.0,0.02476641211235872,6.0
182,18,2,3999224927598737908,0.75,0.2,3.082961609763988,47.474747474747474,0.02,-0.00045848308535834315,0.0,0.037929943147998815,6.0
183,18,3,11156481482851826737,0.75,0.2,2.995734927744114,56.56565656565657,0.02,-0.009236432344624903,0.0,0.036713139645016865,6.0
184,18,4,9466758228233364281,0.75,0.2,2.893211003523514,56.56565656565657,0.021936156894474132,0.007553020529826522,0.0,0.043874339819176905,6.0
185,18,5,16093898530029076029,0.75,0.2,3.7724574189192595,45.45454545454545,0.020000000000000004,-0.047277643926215106,0.0,0.03607576612146683,6.0
186,18,6,14496076467836675857,0.75,0.2,3.093045051150871,45.45454545454545,0.020000000000000004,0.021167475600787626,0.0,0.036031607775979406,6.0
